Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Anand,2021-01-11 01:10:44,00:02:20,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 4: Girls’ Night (Episode 4),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:27,00:21:27,US (United States)
Anand,2021-01-10 21:26:35,00:19:06,,Schitt's Creek: Season 4: Girls’ Night (Episode 4),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:19:09,Not latest view,US (United States)
Anand,2021-01-10 21:04:56,00:21:37,,Schitt's Creek: Season 4: Asbestos Fest (Episode 3),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:41,00:21:41,US (United States)
Anand,2021-01-10 20:43:31,00:21:24,,Schitt's Creek: Season 4: Pregnancy Test (Episode 2),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:27,00:21:27,US (United States)
Anand,2021-01-10 20:38:15,00:05:10,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 4: Dead Guy in Room 4 (Episode 1),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:27,00:21:27,US (United States)
Anand,2021-01-10 09:13:00,00:18:29,,Schitt's Creek: Season 4: Dead Guy in Room 4 (Episode 1),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:18:32,Not latest view,US (United States)
Anand,2021-01-10 08:50:41,00:21:55,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 3: Grad Night (Episode 13),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:55,00:21:55,US (United States)
Kun,2021-01-10 05:38:37,00:00:12,Autoplayed: user action: None; ,Unknown_hook_primary_16x9,HOOK,Apple TV 4K,00:00:12,Not latest view,US (United States)
Anand,2021-01-10 02:13:58,00:21:29,,Schitt's Creek: Season 3: Friends & Family (Episode 12),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:33,00:21:33,US (United States)
Anand,2021-01-10 01:52:24,00:21:32,,Schitt's Creek: Season 3: Stop Saying Lice! (Episode 11),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:35,00:21:35,US (United States)
Anand,2021-01-10 01:26:59,00:24:20,,Schitt's Creek: Season 3: Sebastien Raine (Episode 10),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:55,00:21:55,US (United States)
Anand,2021-01-10 01:04:52,00:21:52,,Schitt's Creek: Season 3: The Affair (Episode 9),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:55,00:21:55,US (United States)
Anand,2021-01-10 01:00:36,00:04:10,,Schitt's Creek: Season 3: Motel Review (Episode 8),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:55,00:21:55,US (United States)
Anand,2021-01-10 00:59:52,00:00:32,,Schitt's Creek: Season 3: The Throuple (Episode 2),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:32,00:00:32,US (United States)
Anand,2021-01-10 00:59:31,00:00:01,Autoplayed: user action: None; ,Schitt's Creek: Season 3: Rooms by the Hour (Episode 5),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:01,00:00:01,US (United States)
Anand,2021-01-09 20:11:57,00:21:55,,Schitt's Creek: Season 3: Driving Test (Episode 4),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:55,00:21:55,US (United States)
Anand,2021-01-09 19:49:34,00:21:55,,Schitt's Creek: Season 3: New Car (Episode 3),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:55,00:21:55,US (United States)
Anand,2021-01-09 19:31:30,00:17:45,,Schitt's Creek: Season 3: Motel Review (Episode 8),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:17:48,Not latest view,US (United States)
Anand,2021-01-09 19:09:56,00:21:32,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 3: General Store (Episode 7),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:32,00:21:32,US (United States)
Anand,2021-01-09 19:08:24,00:01:03,Autoplayed: user action: None; ,Part 1 Trailer: Lupin,TRAILER,NVIDIA SHIELD Android TV 2019 Set Top Box,00:01:03,00:01:03,US (United States)
Kun,2021-01-09 13:32:02,00:00:01,,Catch Me If You Can,,Samsung 2018 Kant-S UHD TV Smart TV,00:00:01,00:00:01,IN (India)
Kun,2021-01-09 13:31:49,00:00:10,Autoplayed: user action: None; ,Catch Me If You Can_hook_primary_16x9,HOOK,Samsung 2018 Kant-S UHD TV Smart TV,00:00:10,00:00:10,IN (India)
Kun,2021-01-09 11:31:07,02:00:33,Autoplayed: user action: Unspecified; ,Article 15,,Samsung 2018 Kant-S UHD TV Smart TV,02:00:30,02:00:30,IN (India)
Kun,2021-01-09 11:30:07,00:00:48,Autoplayed: user action: None; ,Article 15_hook_primary_16x9,HOOK,Samsung 2018 Kant-S UHD TV Smart TV,00:00:48,00:00:48,IN (India)
Kun,2021-01-09 11:29:36,00:00:23,Autoplayed: user action: None; ,Lust Stories (Trailer),TRAILER,Samsung 2018 Kant-S UHD TV Smart TV,00:00:23,00:00:23,IN (India)
Kun,2021-01-09 11:29:01,00:00:11,Autoplayed: user action: None; ,Season 1 Trailer: Cobra Kai,TRAILER,Samsung 2018 Kant-S UHD TV Smart TV,00:00:11,00:00:11,IN (India)
Kun,2021-01-09 06:48:29,00:00:44,Autoplayed: user action: None; ,Uyare_hook_04_16x9,HOOK,Apple TV 4K,00:00:45,00:00:45,US (United States)
Kun,2021-01-09 06:48:02,00:00:04,Autoplayed: user action: None; ,The Siege of Jadotville (Trailer),TRAILER,Apple TV 4K,00:00:05,00:00:05,US (United States)
Kun,2021-01-09 06:47:07,00:00:17,Autoplayed: user action: None; ,Mallesham_hook_01_16x9,HOOK,Apple TV 4K,00:00:18,00:00:18,US (United States)
Kun,2021-01-09 06:44:47,00:00:43,Autoplayed: user action: None; ,The Guest_hook_primary_16x9,HOOK,Apple TV 4K,00:00:43,00:00:43,US (United States)
Kun,2021-01-09 06:33:43,00:00:28,Autoplayed: user action: None; ,Trailer: Torbaaz,TRAILER,Apple TV 4K,00:00:28,00:00:28,US (United States)
Kun,2021-01-09 06:32:01,00:00:04,Autoplayed: user action: None; ,The Sky Is Pink_hook_01_16x9,HOOK,Apple TV 4K,00:00:05,00:00:05,US (United States)
Kun,2021-01-09 06:30:39,00:00:38,Autoplayed: user action: None; ,Shaandaar_hook_05_16x9,HOOK,Apple TV 4K,00:00:38,00:00:38,US (United States)
Kun,2021-01-09 06:30:00,00:00:04,Autoplayed: user action: None; ,Operation Odessa_hook_05_16x9,HOOK,Apple TV 4K,00:00:04,00:00:04,US (United States)
Kun,2021-01-09 06:29:01,00:00:54,Autoplayed: user action: None; ,Operation Odessa_hook_05_16x9,HOOK,Apple TV 4K,00:00:54,Not latest view,US (United States)
Kun,2021-01-09 06:28:27,00:00:06,Autoplayed: user action: None; ,Into the Wild_hook_primary_16x9,HOOK,Apple TV 4K,00:00:06,00:00:06,US (United States)
Kun,2021-01-09 06:26:51,00:01:28,Autoplayed: user action: None; ,PIECESOFAWOMAN_CLIP_ACT2CONFLICT,HOOK,Apple TV 4K,00:01:28,00:01:28,US (United States)
Cow,2021-01-09 04:57:47,00:21:22,,Schitt's Creek: Season 1: The Drip (Episode 2),,Apple TV 4K,00:21:27,00:21:27,US (United States)
Cow,2021-01-09 04:36:12,00:21:33,,Schitt's Creek: Season 1: Our Cup Runneth Over (Episode 1),,Apple TV 4K,00:21:34,00:21:34,US (United States)
Cow,2021-01-09 04:15:36,00:19:54,,New Girl: Season 3: Longest Night Ever (Episode 9),,Apple TV 4K,00:21:49,00:21:49,US (United States)
Cow,2021-01-09 04:15:28,00:00:05,Autoplayed: user action: None; ,New Girl: Season 1_hook_primary_16x9,HOOK,Apple TV 4K,00:00:06,00:00:06,US (United States)
Cow,2021-01-09 04:15:04,00:00:14,Autoplayed: user action: None; ,New Girl: Season 1_hook_primary_16x9,HOOK,Apple TV 4K,00:00:15,Not latest view,US (United States)
Cow,2021-01-09 04:14:45,00:00:11,Autoplayed: user action: None; ,New Girl: Season 1_hook_primary_16x9,HOOK,Apple TV 4K,00:00:12,Not latest view,US (United States)
Cow,2021-01-09 04:14:18,00:00:09,Autoplayed: user action: None; ,Season 1:30 Product Preview: Space Force,PREVIEW,Apple TV 4K,00:00:10,00:00:10,US (United States)
Cow,2021-01-09 04:13:39,00:00:30,Autoplayed: user action: None; ,Season 1:30 Product Preview: Space Force,PREVIEW,Apple TV 4K,00:00:30,Not latest view,US (United States)
Kun,2021-01-08 22:36:17,00:08:29,,Black Sea,,Netflix Chrome MAC (Cadmium) HTML 5,01:50:19,01:50:19,US (United States)
Kun,2021-01-08 21:35:40,00:00:01,,Black Sea,,Netflix Chrome MAC (Cadmium) HTML 5,01:33:10,Not latest view,US (United States)
Anu,2021-01-08 20:48:20,00:21:56,,Schitt's Creek: Season 4: The Olive Branch (Episode 9),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:59,00:21:59,US (United States)
Anu,2021-01-08 20:26:50,00:21:28,,Schitt's Creek: Season 4: The Jazzaguy (Episode 8),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:31,00:21:31,US (United States)
Anu,2021-01-08 20:26:43,00:00:06,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 4: The Barbecue (Episode 7),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:24,00:21:24,US (United States)
Anu,2021-01-08 20:26:27,00:00:05,Autoplayed: user action: None; ,PIECESOFAWOMAN_CLIP_PLOT,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:05,00:00:05,US (United States)
Anand,2021-01-08 04:03:27,00:00:07,Autoplayed: user action: None; ,Madam Secretary: Season 1_hook_primary_16x9,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:07,00:00:07,US (United States)
Anand,2021-01-08 02:13:29,00:02:53,,Don 2,,DefaultWidevineAndroidPhone,00:32:42,Not latest view,US (United States)
Anand,2021-01-08 01:49:00,02:13:52,Autoplayed: user action: Unspecified; ,Don 2,,NVIDIA SHIELD Android TV 2019 Set Top Box,02:18:25,02:18:25,US (United States)
Anand,2021-01-08 01:18:49,00:21:52,,Schitt's Creek: Season 3: Murder Mystery (Episode 6),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:55,00:21:55,US (United States)
Anand,2021-01-08 00:40:56,00:21:52,,Schitt's Creek: Season 3: Rooms by the Hour (Episode 5),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:55,Not latest view,US (United States)
Anand,2021-01-08 00:12:27,00:21:41,,Schitt's Creek: Season 3: Driving Test (Episode 4),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:45,Not latest view,US (United States)
Anand,2021-01-07 23:51:04,00:21:21,,Schitt's Creek: Season 3: New Car (Episode 3),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:25,Not latest view,US (United States)
Anand,2021-01-07 23:50:56,00:00:05,,Schitt's Creek: Season 3: The Throuple (Episode 2),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:26,Not latest view,US (United States)
Anand,2021-01-07 21:43:59,00:21:52,,Schitt's Creek: Season 3: The Throuple (Episode 2),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:55,Not latest view,US (United States)
Anand,2021-01-07 21:42:07,00:01:51,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 3: Opening Night (Episode 1),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:26,00:21:26,US (United States)
Anand,2021-01-07 20:36:29,00:19:40,,Schitt's Creek: Season 3: Opening Night (Episode 1),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:19:43,Not latest view,US (United States)
Anand,2021-01-07 20:12:33,00:23:50,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 2: Happy Anniversary (Episode 13),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:32,00:21:32,US (United States)
Anand,2021-01-07 20:10:44,00:00:18,Autoplayed: user action: None; ,PIECESOFAWOMAN_CLIP_HIGHEMOTION,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:18,00:00:18,US (United States)
Anand,2021-01-07 05:08:37,00:00:15,Autoplayed: user action: Unspecified; ,Don,,NVIDIA SHIELD Android TV 2019 Set Top Box,02:48:29,02:48:29,US (United States)
Anand,2021-01-07 01:30:41,00:05:42,,Don,,DefaultWidevineAndroidPhone,00:06:57,Not latest view,US (United States)
Anand,2021-01-07 01:29:30,02:43:28,Autoplayed: user action: Unspecified; ,Don,,NVIDIA SHIELD Android TV 2019 Set Top Box,02:45:26,Not latest view,US (United States)
Anand,2021-01-07 01:27:48,00:00:04,Autoplayed: user action: None; ,Raees_hook_primary_16x9,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:04,00:00:04,US (United States)
Anand,2021-01-07 01:27:07,00:00:11,Autoplayed: user action: None; ,Aiyaary_hook_primary_16x9,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:11,00:00:11,US (United States)
Anand,2021-01-07 01:21:59,00:00:24,Autoplayed: user action: None; ,Killers_hook_primary_16x9,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:24,00:00:24,US (United States)
Anand,2021-01-07 01:21:22,00:00:26,Autoplayed: user action: None; ,Trailer: The Lovebirds,TRAILER,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:26,00:00:26,US (United States)
Anand,2021-01-07 01:20:46,00:00:15,Autoplayed: user action: None; ,Rango_hook_primary_16x9,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:15,00:00:15,US (United States)
Anand,2021-01-07 01:19:57,00:00:05,Autoplayed: user action: None; ,Ghost Rider_hook_03_16x9,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:05,00:00:05,US (United States)
Anand,2021-01-07 01:19:02,00:00:13,Autoplayed: user action: None; ,Bobby Jasoos_hook_01_16x9,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:13,00:00:13,US (United States)
Anand,2021-01-07 01:18:23,00:00:30,Autoplayed: user action: None; ,30 Minutes or Less_hook_01_16x9,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:30,00:00:30,US (United States)
Anand,2021-01-07 01:17:52,00:00:08,Autoplayed: user action: None; ,Surviving Death: Season 1 Clip: Informative,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:08,00:00:08,US (United States)
Anand,2021-01-06 18:22:49,00:21:20,,Schitt's Creek: Season 2: Lawn Signs (Episode 12),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:25,00:21:25,US (United States)
Anand,2021-01-06 18:07:01,00:15:45,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 2: The Motel Guest (Episode 11),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:35,00:21:35,US (United States)
Kun,2021-01-06 07:42:07,01:06:15,,Black Sea,,Apple TV 4K,01:50:18,Not latest view,US (United States)
Anand,2021-01-06 05:59:12,00:05:50,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 2: The Motel Guest (Episode 11),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:05:50,Not latest view,US (United States)
Anand,2021-01-06 05:45:37,00:11:35,,History of Swear Words: Season 1: F**k (Episode 1),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:11:35,Not latest view,US (United States)
Anand,2021-01-06 05:45:13,00:00:19,Autoplayed: user action: None; ,Season 1 Trailer: History of Swear Words,TRAILER,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:19,00:00:19,US (United States)
Kun,2021-01-06 05:24:15,00:26:25,,Black Sea,,Apple TV 4K,00:44:26,Not latest view,US (United States)
Anand,2021-01-06 04:51:26,00:22:15,,Schitt's Creek: Season 2: Ronnie's Party (Episode 10),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:56,00:21:56,US (United States)
Anand,2021-01-06 04:30:00,00:21:24,,Schitt's Creek: Season 2: Moira's Nudes (Episode 9),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:29,00:21:29,US (United States)
Anand,2021-01-06 03:45:18,00:21:26,,Schitt's Creek: Season 2: Milk Money (Episode 8),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:31,00:21:31,US (United States)
Anand,2021-01-06 03:04:47,00:21:57,,Schitt's Creek: Season 2: The Candidate (Episode 7),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:57,00:21:57,US (United States)
Anand,2021-01-06 02:43:20,00:21:26,,Schitt's Creek: Season 2: Moira vs. Town Council (Episode 6),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:31,00:21:31,US (United States)
Anand,2021-01-06 02:21:48,00:21:30,,Schitt's Creek: Season 2: Bob's Bagels (Episode 5),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:35,00:21:35,US (United States)
Anand,2021-01-06 02:00:21,00:21:25,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 2: Estate Sale (Episode 4),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:25,00:21:25,US (United States)
Anand,2021-01-06 02:00:06,00:00:11,Autoplayed: user action: None; ,Schitt's Creek: Season 1_hook_primary_16x9,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:11,Not latest view,US (United States)
Kun,2021-01-05 23:41:28,00:00:15,Autoplayed: user action: None; ,"The Mind, Explained (Trailer)",TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:15,00:00:15,US (United States)
Kun,2021-01-05 23:30:13,00:00:05,,Black Sea,,Apple TV 4K,00:20:23,Not latest view,US (United States)
Kun,2021-01-05 23:06:41,00:19:27,,Black Sea,,Apple TV 4K,00:20:17,Not latest view,US (United States)
Anand,2021-01-05 20:13:25,00:21:55,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 2: Jazzagals (Episode 3),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:55,00:21:55,US (United States)
Anand,2021-01-05 20:13:09,00:00:04,Autoplayed: user action: None; ,The Girl with the Dragon Tattoo_hook_primary_16x9,HOOK,NVIDIA SHIELD Android TV 2019 Set Top Box,00:00:04,00:00:04,US (United States)
Anu,2021-01-05 10:57:56,01:35:30,,The Guns of Navarone,,Samsung 2017 Kant-M UHD TV Smart TV,01:35:30,01:35:30,IN (India)
Anu,2021-01-05 10:55:41,00:00:46,Autoplayed: user action: None; ,Season 3 Trailer: Cobra Kai,TRAILER,Samsung 2017 Kant-M UHD TV Smart TV,00:00:47,00:00:47,IN (India)
Kun,2021-01-05 07:59:58,00:00:50,,Black Sea,,Apple TV 4K,00:00:50,Not latest view,US (United States)
Kun,2021-01-05 07:35:02,00:01:14,Autoplayed: user action: None; ,Black Sea_hook_01_16x9,HOOK,Apple TV 4K,00:01:14,00:01:14,US (United States)
Kun,2021-01-05 07:33:57,00:00:40,Autoplayed: user action: None; ,Trailer: American Murder: The Family Next Door,TRAILER,Apple TV 4K,00:00:40,00:00:40,US (United States)
Kun,2021-01-05 07:33:42,00:00:09,Autoplayed: user action: None; ,Trailer: American Murder: The Family Next Door,TRAILER,Apple TV 4K,00:00:09,Not latest view,US (United States)
Kun,2021-01-05 07:33:05,00:00:09,Autoplayed: user action: None; ,Steve Jobs_hook_primary_16x9,HOOK,Apple TV 4K,00:00:09,00:00:09,US (United States)
Kun,2021-01-05 07:31:46,00:00:10,Autoplayed: user action: None; ,Black Sea_hook_01_16x9,HOOK,Apple TV 4K,00:00:10,Not latest view,US (United States)
Kun,2021-01-05 07:31:09,00:00:06,Autoplayed: user action: None; ,The Red Sea Diving Resort (Trailer),TRAILER,Apple TV 4K,00:00:07,00:00:07,US (United States)
Kun,2021-01-05 07:30:33,00:00:05,Autoplayed: user action: None; ,The Professor and the Madman_hook_02_16x9,HOOK,Apple TV 4K,00:00:05,00:00:05,US (United States)
Kun,2021-01-05 07:26:15,00:00:11,Autoplayed: user action: None; ,Hangman_hook_primary_16x9,HOOK,Apple TV 4K,00:00:12,00:00:12,US (United States)
Kun,2021-01-05 07:23:49,00:00:04,Autoplayed: user action: None; ,Narcos: Season 3 (Trailer),TRAILER,Apple TV 4K,00:00:05,00:00:05,US (United States)
Kun,2021-01-05 07:22:52,00:00:04,Autoplayed: user action: None; ,The Founder_hook_primary_16x9,HOOK,Apple TV 4K,00:00:04,00:00:04,US (United States)
Kun,2021-01-05 07:22:15,00:00:25,Autoplayed: user action: None; ,Murder Mystery (Trailer),TRAILER,Apple TV 4K,00:00:25,00:00:25,US (United States)
Kun,2021-01-05 07:20:28,00:00:51,Autoplayed: user action: None; ,TRANSFORMERSWARFORCYBERTRONEARTHRISE_CH2_CLIP_PLOT,HOOK,Apple TV 4K,00:00:51,00:00:51,US (United States)
Kun,2021-01-05 07:20:09,00:00:04,Autoplayed: user action: None; ,Trailer: The Ripper,TRAILER,Apple TV 4K,00:00:05,00:00:05,US (United States)
Kun,2021-01-05 07:19:53,00:00:10,Autoplayed: user action: None; ,Trailer: The Ripper,TRAILER,Apple TV 4K,00:00:11,Not latest view,US (United States)
Kun,2021-01-05 07:18:22,00:01:13,Autoplayed: user action: None; ,Trailer: Death to 2020,TRAILER,Apple TV 4K,00:01:13,00:01:13,US (United States)
Kun,2021-01-05 07:17:27,00:00:50,Autoplayed: user action: None; ,Clip 6: Headspace Guide to Meditation: Season 1 (Informative),HOOK,Apple TV 4K,00:00:50,Not latest view,US (United States)
Kun,2021-01-05 07:17:06,00:00:16,Autoplayed: user action: None; ,Clip 6: Headspace Guide to Meditation: Season 1 (Informative),HOOK,Apple TV 4K,00:00:17,Not latest view,US (United States)
Kun,2021-01-05 06:40:58,00:34:20,,Cobra Kai: Season 1: Mercy (Episode 10),,Apple TV 4K,00:34:30,00:34:30,US (United States)
Kun,2021-01-05 06:18:34,00:22:23,,Cobra Kai: Season 1: Different But Same (Episode 9),,Apple TV 4K,00:29:17,00:29:17,US (United States)
Kun,2021-01-05 06:12:41,00:00:39,Autoplayed: user action: None; ,Announcement: The Irishman,TEASER_TRAILER,Apple TV 4K,00:00:39,00:00:39,US (United States)
Kun,2021-01-05 06:12:19,00:00:14,Autoplayed: user action: None; ,Trailer: The Coldest Game,TRAILER,Apple TV 4K,00:00:14,00:00:14,US (United States)
Kun,2021-01-05 06:06:02,00:05:31,,Phir Hera Pheri,,Apple TV 4K,01:15:03,01:15:03,US (United States)
Anand,2021-01-05 04:55:16,00:21:33,,Schitt's Creek: Season 2: Family Dinner (Episode 2),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:33,00:21:33,US (United States)
Kun,2021-01-05 04:45:30,00:01:10,Autoplayed: user action: None; ,Catch Me If You Can_hook_primary_16x9,HOOK,Apple TV 4K,00:01:10,Not latest view,US (United States)
Anand,2021-01-05 04:24:57,00:21:51,,Schitt's Creek: Season 2: Finding David (Episode 1),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:56,00:21:56,US (United States)
Anand,2021-01-05 04:03:04,00:21:47,,Schitt's Creek: Season 1: Town for Sale (Episode 13),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:52,00:21:52,US (United States)
Anand,2021-01-05 03:41:43,00:21:20,,Schitt's Creek: Season 1: Surprise Party (Episode 12),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:25,00:21:25,US (United States)
Anand,2021-01-05 03:34:57,00:06:43,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 1: Little Sister (Episode 11),,NVIDIA SHIELD Android TV 2019 Set Top Box,00:21:22,00:21:22,US (United States)
Kun,2021-01-05 02:47:26,01:58:01,,Steve Jobs,,Apple TV 4K,01:59:00,Not latest view,US (United States)
Kun,2021-01-04 23:28:54,00:00:58,,Steve Jobs,,Apple TV 4K,00:00:59,Not latest view,US (United States)
Kun,2021-01-04 23:28:42,00:00:07,Autoplayed: user action: None; ,Steve Jobs_hook_primary_16x9,HOOK,Apple TV 4K,00:00:07,Not latest view,US (United States)
